#FamilyID	Gamma Cat Mean	Likelihood of Category	Likelihood of Family	Posterior Probability	Significant
OG0007881	0.0381341	0.0022882	0.00234	0.977863	*
OG0007881	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007882	0.0381341	0.0022882	0.00234	0.977863	*
OG0007882	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007883	0.0381341	0.0022882	0.00234	0.977863	*
OG0007883	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007884	0.0381341	0.0022882	0.00234	0.977863	*
OG0007884	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007885	0.0381341	0.0022882	0.00234	0.977863	*
OG0007885	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007886	0.0381341	0.0022882	0.00234	0.977863	*
OG0007886	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007887	0.0381341	0.0022882	0.00234	0.977863	*
OG0007887	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007888	0.0381341	0.0022882	0.00234	0.977863	*
OG0007888	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007889	0.0381341	0.0022882	0.00234	0.977863	*
OG0007889	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007890	0.0381341	0.0022882	0.00234	0.977863	*
OG0007890	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007891	0.0381341	0.0022882	0.00234	0.977863	*
OG0007891	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007892	0.0381341	0.0022882	0.00234	0.977863	*
OG0007892	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007893	0.0381341	0.0022882	0.00234	0.977863	*
OG0007893	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007894	0.0381341	0.0022882	0.00234	0.977863	*
OG0007894	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007895	0.0381341	0.0022882	0.00234	0.977863	*
OG0007895	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007896	0.0381341	0.0022882	0.00234	0.977863	*
OG0007896	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007897	0.0381341	0.0022882	0.00234	0.977863	*
OG0007897	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007898	0.0381341	0.0022882	0.00234	0.977863	*
OG0007898	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007899	0.0381341	0.0022882	0.00234	0.977863	*
OG0007899	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007900	0.0381341	0.0022882	0.00234	0.977863	*
OG0007900	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007901	0.0381341	0.0022882	0.00234	0.977863	*
OG0007901	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007902	0.0381341	0.0022882	0.00234	0.977863	*
OG0007902	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007903	0.0381341	0.0022882	0.00234	0.977863	*
OG0007903	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007904	0.0381341	0.0022882	0.00234	0.977863	*
OG0007904	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007905	0.0381341	0.0022882	0.00234	0.977863	*
OG0007905	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007906	0.0381341	0.0022882	0.00234	0.977863	*
OG0007906	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007907	0.0381341	0.0022882	0.00234	0.977863	*
OG0007907	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007908	0.0381341	5.11019e-07	9.06789e-07	0.563548	N/S
OG0007908	1.96187	3.95769e-07	9.06789e-07	0.436452	N/S
OG0007909	0.0381341	0.0022882	0.00234	0.977863	*
OG0007909	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007910	0.0381341	0.0022882	0.00234	0.977863	*
OG0007910	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007911	0.0381341	0.0022882	0.00234	0.977863	*
OG0007911	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007912	0.0381341	0.0022882	0.00234	0.977863	*
OG0007912	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007913	0.0381341	0.0022882	0.00234	0.977863	*
OG0007913	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007914	0.0381341	0.0022882	0.00234	0.977863	*
OG0007914	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007915	0.0381341	0.0022882	0.00234	0.977863	*
OG0007915	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007916	0.0381341	0.0022882	0.00234	0.977863	*
OG0007916	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007917	0.0381341	0.0022882	0.00234	0.977863	*
OG0007917	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007918	0.0381341	0.0022882	0.00234	0.977863	*
OG0007918	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007919	0.0381341	0.0022882	0.00234	0.977863	*
OG0007919	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007920	0.0381341	0.0022882	0.00234	0.977863	*
OG0007920	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007921	0.0381341	0.0022882	0.00234	0.977863	*
OG0007921	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007922	0.0381341	0.0022882	0.00234	0.977863	*
OG0007922	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007923	0.0381341	6.58801e-07	2.6416e-06	0.249395	N/S
OG0007923	1.96187	1.9828e-06	2.6416e-06	0.750605	N/S
OG0007924	0.0381341	0.0022882	0.00234	0.977863	*
OG0007924	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007925	0.0381341	0.0022882	0.00234	0.977863	*
OG0007925	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007926	0.0381341	0.0022882	0.00234	0.977863	*
OG0007926	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007927	0.0381341	0.0022882	0.00234	0.977863	*
OG0007927	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007928	0.0381341	0.0022882	0.00234	0.977863	*
OG0007928	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007929	0.0381341	0.0022882	0.00234	0.977863	*
OG0007929	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007930	0.0381341	0.0022882	0.00234	0.977863	*
OG0007930	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007931	0.0381341	0.0022882	0.00234	0.977863	*
OG0007931	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007932	0.0381341	0.0022882	0.00234	0.977863	*
OG0007932	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007933	0.0381341	0.0022882	0.00234	0.977863	*
OG0007933	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007934	0.0381341	0.0022882	0.00234	0.977863	*
OG0007934	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007935	0.0381341	0.0022882	0.00234	0.977863	*
OG0007935	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007936	0.0381341	0.0022882	0.00234	0.977863	*
OG0007936	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007937	0.0381341	0.0022882	0.00234	0.977863	*
OG0007937	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007938	0.0381341	0.0022882	0.00234	0.977863	*
OG0007938	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007939	0.0381341	0.0022882	0.00234	0.977863	*
OG0007939	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007940	0.0381341	0.0022882	0.00234	0.977863	*
OG0007940	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007941	0.0381341	0.0022882	0.00234	0.977863	*
OG0007941	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007942	0.0381341	0.0022882	0.00234	0.977863	*
OG0007942	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007943	0.0381341	0.0022882	0.00234	0.977863	*
OG0007943	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007944	0.0381341	0.0022882	0.00234	0.977863	*
OG0007944	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007945	0.0381341	0.0022882	0.00234	0.977863	*
OG0007945	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007946	0.0381341	0.0022882	0.00234	0.977863	*
OG0007946	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007947	0.0381341	0.0022882	0.00234	0.977863	*
OG0007947	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007948	0.0381341	0.0022882	0.00234	0.977863	*
OG0007948	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007949	0.0381341	0.0022882	0.00234	0.977863	*
OG0007949	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007950	0.0381341	0.0022882	0.00234	0.977863	*
OG0007950	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007951	0.0381341	0.0022882	0.00234	0.977863	*
OG0007951	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007952	0.0381341	0.0022882	0.00234	0.977863	*
OG0007952	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007953	0.0381341	0.0022882	0.00234	0.977863	*
OG0007953	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007954	0.0381341	0.0022882	0.00234	0.977863	*
OG0007954	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007955	0.0381341	0.0022882	0.00234	0.977863	*
OG0007955	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007956	0.0381341	0.0022882	0.00234	0.977863	*
OG0007956	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007957	0.0381341	0.0022882	0.00234	0.977863	*
OG0007957	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007958	0.0381341	0.0022882	0.00234	0.977863	*
OG0007958	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007959	0.0381341	0.0022882	0.00234	0.977863	*
OG0007959	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007960	0.0381341	0.0022882	0.00234	0.977863	*
OG0007960	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007961	0.0381341	0.0022882	0.00234	0.977863	*
OG0007961	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007962	0.0381341	0.0022882	0.00234	0.977863	*
OG0007962	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007963	0.0381341	0.0022882	0.00234	0.977863	*
OG0007963	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007964	0.0381341	0.0022882	0.00234	0.977863	*
OG0007964	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007965	0.0381341	0.0022882	0.00234	0.977863	*
OG0007965	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007966	0.0381341	0.0022882	0.00234	0.977863	*
OG0007966	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007967	0.0381341	0.0022882	0.00234	0.977863	*
OG0007967	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007968	0.0381341	0.0022882	0.00234	0.977863	*
OG0007968	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007969	0.0381341	0.0022882	0.00234	0.977863	*
OG0007969	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007970	0.0381341	0.0022882	0.00234	0.977863	*
OG0007970	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007971	0.0381341	0.0022882	0.00234	0.977863	*
OG0007971	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007972	0.0381341	0.0022882	0.00234	0.977863	*
OG0007972	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007973	0.0381341	0.0022882	0.00234	0.977863	*
OG0007973	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007974	0.0381341	0.0022882	0.00234	0.977863	*
OG0007974	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007975	0.0381341	0.0022882	0.00234	0.977863	*
OG0007975	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007976	0.0381341	0.0022882	0.00234	0.977863	*
OG0007976	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007977	0.0381341	0.0022882	0.00234	0.977863	*
OG0007977	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007978	0.0381341	0.0022882	0.00234	0.977863	*
OG0007978	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007979	0.0381341	0.0022882	0.00234	0.977863	*
OG0007979	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007980	0.0381341	0.0022882	0.00234	0.977863	*
OG0007980	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007981	0.0381341	0.0022882	0.00234	0.977863	*
OG0007981	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007982	0.0381341	0.0022882	0.00234	0.977863	*
OG0007982	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007983	0.0381341	0.0022882	0.00234	0.977863	*
OG0007983	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007984	0.0381341	0.0022882	0.00234	0.977863	*
OG0007984	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007985	0.0381341	0.0022882	0.00234	0.977863	*
OG0007985	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007986	0.0381341	0.0022882	0.00234	0.977863	*
OG0007986	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007987	0.0381341	0.0022882	0.00234	0.977863	*
OG0007987	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007988	0.0381341	0.0022882	0.00234	0.977863	*
OG0007988	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007989	0.0381341	0.0022882	0.00234	0.977863	*
OG0007989	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007990	0.0381341	0.0022882	0.00234	0.977863	*
OG0007990	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007991	0.0381341	0.0022882	0.00234	0.977863	*
OG0007991	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007992	0.0381341	0.0022882	0.00234	0.977863	*
OG0007992	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007993	0.0381341	0.0022882	0.00234	0.977863	*
OG0007993	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007994	0.0381341	0.0022882	0.00234	0.977863	*
OG0007994	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007995	0.0381341	0.0022882	0.00234	0.977863	*
OG0007995	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007996	0.0381341	0.0022882	0.00234	0.977863	*
OG0007996	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007997	0.0381341	6.05907e-07	1.8188e-06	0.333136	N/S
OG0007997	1.96187	1.21289e-06	1.8188e-06	0.666864	N/S
OG0007998	0.0381341	0.0022882	0.00234	0.977863	*
OG0007998	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007999	0.0381341	0.0022882	0.00234	0.977863	*
OG0007999	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008000	0.0381341	0.0022882	0.00234	0.977863	*
OG0008000	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008001	0.0381341	0.0022882	0.00234	0.977863	*
OG0008001	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008002	0.0381341	0.0022882	0.00234	0.977863	*
OG0008002	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008004	0.0381341	0.0022882	0.00234	0.977863	*
OG0008004	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008005	0.0381341	0.0022882	0.00234	0.977863	*
OG0008005	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008006	0.0381341	0.0022882	0.00234	0.977863	*
OG0008006	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008007	0.0381341	0.0022882	0.00234	0.977863	*
OG0008007	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008008	0.0381341	0.0022882	0.00234	0.977863	*
OG0008008	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008009	0.0381341	5.58831e-10	8.63275e-07	0.000647338	N/S
OG0008009	1.96187	8.62716e-07	8.63275e-07	0.999353	*
OG0008010	0.0381341	0.0022882	0.00234	0.977863	*
OG0008010	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008011	0.0381341	0.0022882	0.00234	0.977863	*
OG0008011	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008012	0.0381341	0.0022882	0.00234	0.977863	*
OG0008012	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008013	0.0381341	0.0022882	0.00234	0.977863	*
OG0008013	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008014	0.0381341	0.0022882	0.00234	0.977863	*
OG0008014	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008015	0.0381341	0.0022882	0.00234	0.977863	*
OG0008015	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008016	0.0381341	0.0022882	0.00234	0.977863	*
OG0008016	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008017	0.0381341	0.0022882	0.00234	0.977863	*
OG0008017	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008018	0.0381341	0.0022882	0.00234	0.977863	*
OG0008018	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008019	0.0381341	0.0022882	0.00234	0.977863	*
OG0008019	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008020	0.0381341	0.0022882	0.00234	0.977863	*
OG0008020	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008021	0.0381341	0.0022882	0.00234	0.977863	*
OG0008021	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008022	0.0381341	0.0022882	0.00234	0.977863	*
OG0008022	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008023	0.0381341	0.0022882	0.00234	0.977863	*
OG0008023	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008024	0.0381341	0.0022882	0.00234	0.977863	*
OG0008024	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008025	0.0381341	0.0022882	0.00234	0.977863	*
OG0008025	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008026	0.0381341	0.0022882	0.00234	0.977863	*
OG0008026	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008027	0.0381341	0.0022882	0.00234	0.977863	*
OG0008027	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008028	0.0381341	0.0022882	0.00234	0.977863	*
OG0008028	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008029	0.0381341	0.0022882	0.00234	0.977863	*
OG0008029	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008030	0.0381341	0.0022882	0.00234	0.977863	*
OG0008030	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008031	0.0381341	0.0022882	0.00234	0.977863	*
OG0008031	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008032	0.0381341	0.0022882	0.00234	0.977863	*
OG0008032	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008033	0.0381341	0.0022882	0.00234	0.977863	*
OG0008033	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008034	0.0381341	0.0022882	0.00234	0.977863	*
OG0008034	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008035	0.0381341	0.0022882	0.00234	0.977863	*
OG0008035	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008036	0.0381341	0.0022882	0.00234	0.977863	*
OG0008036	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008037	0.0381341	0.0022882	0.00234	0.977863	*
OG0008037	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008038	0.0381341	0.0022882	0.00234	0.977863	*
OG0008038	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008039	0.0381341	0.0022882	0.00234	0.977863	*
OG0008039	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008040	0.0381341	0.0022882	0.00234	0.977863	*
OG0008040	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008041	0.0381341	0.0022882	0.00234	0.977863	*
OG0008041	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008042	0.0381341	6.03929e-07	1.6194e-06	0.372934	N/S
OG0008042	1.96187	1.01547e-06	1.6194e-06	0.627066	N/S
OG0008043	0.0381341	0.0022882	0.00234	0.977863	*
OG0008043	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008044	0.0381341	0.0022882	0.00234	0.977863	*
OG0008044	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008045	0.0381341	0.0022882	0.00234	0.977863	*
OG0008045	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008046	0.0381341	0.0022882	0.00234	0.977863	*
OG0008046	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008047	0.0381341	0.0022882	0.00234	0.977863	*
OG0008047	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008048	0.0381341	0.0022882	0.00234	0.977863	*
OG0008048	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008049	0.0381341	3.41954e-05	3.87272e-05	0.882979	N/S
OG0008049	1.96187	4.53188e-06	3.87272e-05	0.117021	N/S
OG0008050	0.0381341	0.0022882	0.00234	0.977863	*
OG0008050	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008051	0.0381341	0.0022882	0.00234	0.977863	*
OG0008051	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008052	0.0381341	0.0022882	0.00234	0.977863	*
OG0008052	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008053	0.0381341	0.0022882	0.00234	0.977863	*
OG0008053	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008054	0.0381341	0.0022882	0.00234	0.977863	*
OG0008054	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008055	0.0381341	0.0022882	0.00234	0.977863	*
OG0008055	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008056	0.0381341	0.0022882	0.00234	0.977863	*
OG0008056	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008057	0.0381341	0.0022882	0.00234	0.977863	*
OG0008057	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008058	0.0381341	5.81687e-07	1.58222e-06	0.367639	N/S
OG0008058	1.96187	1.00053e-06	1.58222e-06	0.632361	N/S
OG0008059	0.0381341	0.0022882	0.00234	0.977863	*
OG0008059	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008060	0.0381341	0.0022882	0.00234	0.977863	*
OG0008060	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008061	0.0381341	0.0022882	0.00234	0.977863	*
OG0008061	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008062	0.0381341	0.0022882	0.00234	0.977863	*
OG0008062	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008063	0.0381341	0.0022882	0.00234	0.977863	*
OG0008063	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008064	0.0381341	0.0022882	0.00234	0.977863	*
OG0008064	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008065	0.0381341	0.0022882	0.00234	0.977863	*
OG0008065	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008066	0.0381341	0.0022882	0.00234	0.977863	*
OG0008066	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008067	0.0381341	0.0022882	0.00234	0.977863	*
OG0008067	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008068	0.0381341	0.0022882	0.00234	0.977863	*
OG0008068	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008069	0.0381341	0.0022882	0.00234	0.977863	*
OG0008069	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008070	0.0381341	0.0022882	0.00234	0.977863	*
OG0008070	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008071	0.0381341	0.0022882	0.00234	0.977863	*
OG0008071	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008072	0.0381341	0.0022882	0.00234	0.977863	*
OG0008072	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008073	0.0381341	0.0022882	0.00234	0.977863	*
OG0008073	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008074	0.0381341	0.0022882	0.00234	0.977863	*
OG0008074	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008075	0.0381341	0.0022882	0.00234	0.977863	*
OG0008075	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008076	0.0381341	0.0022882	0.00234	0.977863	*
OG0008076	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008077	0.0381341	0.0022882	0.00234	0.977863	*
OG0008077	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008078	0.0381341	0.0022882	0.00234	0.977863	*
OG0008078	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008079	0.0381341	0.0022882	0.00234	0.977863	*
OG0008079	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008080	0.0381341	0.0022882	0.00234	0.977863	*
OG0008080	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008081	0.0381341	0.0022882	0.00234	0.977863	*
OG0008081	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008082	0.0381341	0.0022882	0.00234	0.977863	*
OG0008082	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008083	0.0381341	0.0022882	0.00234	0.977863	*
OG0008083	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008084	0.0381341	0.0022882	0.00234	0.977863	*
OG0008084	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008085	0.0381341	0.0022882	0.00234	0.977863	*
OG0008085	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008086	0.0381341	5.5743e-07	1.32043e-06	0.422158	N/S
OG0008086	1.96187	7.63e-07	1.32043e-06	0.577842	N/S
OG0008087	0.0381341	0.0022882	0.00234	0.977863	*
OG0008087	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008088	0.0381341	0.0022882	0.00234	0.977863	*
OG0008088	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008089	0.0381341	0.0022882	0.00234	0.977863	*
OG0008089	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008090	0.0381341	0.0022882	0.00234	0.977863	*
OG0008090	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008091	0.0381341	0.0022882	0.00234	0.977863	*
OG0008091	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008092	0.0381341	0.0022882	0.00234	0.977863	*
OG0008092	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008093	0.0381341	0.0022882	0.00234	0.977863	*
OG0008093	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008094	0.0381341	0.0022882	0.00234	0.977863	*
OG0008094	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008095	0.0381341	0.0022882	0.00234	0.977863	*
OG0008095	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008096	0.0381341	0.0022882	0.00234	0.977863	*
OG0008096	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008097	0.0381341	0.0022882	0.00234	0.977863	*
OG0008097	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0008098	0.0381341	6.74459e-07	3.13238e-06	0.215318	N/S
